OBJECTID,GEOID10,STATEFP10,COUNTY,COUNTYFP10,COUSUBFP10,COUSUBNS10,POP10,NAME10,NAMELSAD10,LSAD10,CLASSFP10,MTFCC10,CNECTAFP10,NECTAFP10,NCTADVFP10,ALAND10,AWATER10,SQM,POPDEN10,ACRES,GlobalID,SHAPEarea,SHAPElen
1,2301901115,23,Penobscot,019,01115,00582322,890,Alton,Alton town,43,T1,G4040,,70750,,109593636,631955,43,20.697674419999998,27216,{181AC189-FFE2-49A2-87BC-AB0171D4C54A},110138338.624916404485703,49671.704315483082610
2,2301901500,23,Penobscot,019,01500,02378257,277,Argyle,Argyle UT,46,Z3,G4040,,70750,,68988918,0,27,10.259259260000000,17034,{F1E08F27-900F-47E9-A511-B129234B5197},68934731.968347176909447,51906.205777788818523
3,2301902795,23,Penobscot,019,02795,00582340,33039,Bangor,Bangor city,25,C5,G4040,,70750,,88734553,863407,35,943.971428569999944,22122,{AC6419FD-2750-4FAB-99A7-68C1837CA2F4},89526907.236594885587692,38869.733591160329524
4,2301906575,23,Penobscot,019,06575,00582363,1290,Bradford,Bradford town,43,T1,G4040,,70750,,106666156,0,41,31.463414629999999,26337,{F9F371F0-8476-4C43-844F-F0DD56F3DEAD},106581012.446242958307266,41292.305648781846685
5,2301932510,23,Penobscot,019,32510,00582517,5416,Hermon,Hermon town,43,T1,G4040,,70750,,92893197,2425603,37,146.378378379999987,23535,{6F46F9B5-E5D3-4D2E-B6CB-4D2D4501CDB0},95242705.098686546087265,42767.584815368922136
6,2301933490,23,Penobscot,019,33490,00582522,3076,Holden,Holden town,43,T1,G4040,,70750,,81123995,3131152,33,93.212121210000006,20804,{6C2919FA-2495-473D-9146-16F6AF9A45AA},84189230.275135993957520,41137.115033459784172
7,2301934190,23,Penobscot,019,34190,00582526,1241,Howland,Howland town,43,T1,G4040,,70750,,90440161,1815154,36,34.472222219999999,22779,{94471707-7189-439B-9B14-876A61AB3961},92182801.198329120874405,43768.360319050960243
8,2301934365,23,Penobscot,019,34365,00582527,1536,Hudson,Hudson town,43,T1,G4040,,70750,,97485317,6181723,40,38.399999999999999,25596,{CB3880AE-37DC-44C6-9CA6-BD2AF8777E8C},103584371.289663434028625,40769.708132433443097
9,2301936325,23,Penobscot,019,36325,00582538,1348,Kenduskeag,Kenduskeag town,43,T1,G4040,,70750,,43391685,0,17,79.294117650000004,10714,{FF80E719-F4F5-4B6A-8B35-FBBA35ECD7CF},43357021.412816196680069,26876.725257781632536
10,2301937075,23,Penobscot,019,37075,02378262,174,Kingman,Kingman UT,46,Z3,G4040,,,,64766360,845984,25,6.960000000000000,16202,{F7B9A49C-8730-40D3-9CA4-4C86E76C8620},65566098.490590870380402,33387.080555867090879
24,2301919868,23,Penobscot,019,19868,00582454,343,East Central Penobscot,East Central Penobscot UT,46,Z3,G4040,,70750,,296491349,3331426,116,2.956896550000000,74038,{4E08C232-045D-4FA0-AA19-9434E1733ECF},299620765.335373818874359,79600.782391568485764
25,2301921030,23,Penobscot,019,21030,00582458,1723,East Millinocket,East Millinocket town,43,T1,G4040,,,,18376959,1839924,8,215.375000000000000,4992,{BD69E2B6-8E66-4C31-92EC-7B9715618704},20201229.470255520194769,18724.370103830100561
26,2301922535,23,Penobscot,019,22535,00582461,2225,Eddington,Eddington town,43,T1,G4040,,70750,,64722097,4017866,27,82.407407410000005,16973,{CB5C66E5-D9F2-493D-AE8B-CBE956D46F6F},68686518.332403123378754,47471.687133169834851
27,2301922710,23,Penobscot,019,22710,00582463,131,Edinburg,Edinburg town,43,T1,G4040,,70750,,90673301,0,35,3.742857140000000,22388,{0938308B-99ED-4213-9A4C-72011C7CE15E},90602127.950095161795616,39186.811834279797040
28,2301923620,23,Penobscot,019,23620,00582467,1607,Enfield,Enfield town,43,T1,G4040,,70750,,71832254,13622928,33,48.696969699999997,21100,{922B82EA-D167-4756-A569-35E2DC1B7F8E},85389078.250390335917473,44041.191424746488337
29,2301923865,23,Penobscot,019,23865,00582468,1246,Etna,Etna town,43,T1,G4040,,70750,,64253326,414393,25,49.840000000000003,15967,{5DB1D388-2B06-4C25-88B9-608D580A0348},64616181.589648000895977,33178.857960532710422
30,2301924110,23,Penobscot,019,24110,00582470,1092,Exeter,Exeter town,43,T1,G4040,,70750,,99875579,63697,39,28.000000000000000,24676,{B839EEA3-65A1-43CA-8A42-6D2DEF2772E3},99859644.486843913793564,40296.611145281342033
11,2301906680,23,Penobscot,019,06680,00582364,1492,Bradley,Bradley town,43,T1,G4040,,70750,,128264832,2937432,51,29.254901960000002,32396,{A24EE90A-6F7C-4764-8CF7-0A4D6F082391},131101161.674496963620186,47832.371881932813267
12,2301906925,23,Penobscot,019,06925,00582366,9482,Brewer,Brewer city,25,C5,G4040,,70750,,39455711,1168417,16,592.625000000000000,10030,{AE3DE71E-A138-4548-827F-258F0C2A6535},40592080.278730876743793,26479.508829467904434
13,2301909200,23,Penobscot,019,09200,00582378,363,Burlington,Burlington town,43,T1,G4040,,,,139876176,5803624,56,6.482142860000000,35972,{A54C77FE-9A34-4B4F-8FDC-A616E7289ED7},145575495.869216769933701,51170.002156703376386
14,2301910670,23,Penobscot,019,10670,00582390,2794,Carmel,Carmel town,43,T1,G4040,,70750,,94612249,946574,37,75.513513509999996,23594,{71F92798-78A4-4C72-A350-07AE9DA34ECC},95482428.382337912917137,39099.650141660153167
15,2301910810,23,Penobscot,019,10810,00582392,153,Carroll,Carroll plantation,39,T1,G4040,,,,113841706,450635,44,3.477272730000000,28224,{93ADEF20-F8ED-48AB-AF9F-7C2C76D5061D},114217009.503263533115387,45426.184916804566456
16,2301912105,23,Penobscot,019,12105,00582404,1409,Charleston,Charleston town,43,T1,G4040,,70750,,105031183,33017,41,34.365853659999999,25941,{3D59FAA6-E556-47F2-8277-4FEB769494BC},104980211.612248957157135,40922.703740154727711
17,2301912525,23,Penobscot,019,12525,00582408,546,Chester,Chester town,43,T1,G4040,,,,118703767,11650,46,11.869565220000000,29313,{72FFEB8B-1868-4680-A481-AD2960848EAB},118624676.014148473739624,58603.164011866654619
18,2301913365,23,Penobscot,019,13365,00582411,921,Clifton,Clifton town,43,T1,G4040,,70750,,89430978,3550319,36,25.583333329999999,22959,{42235A3B-9E46-472B-8FEC-87A2AAB05D1C},92910418.842374742031097,38830.527902281202842
19,2301914310,23,Penobscot,019,14310,00582419,2198,Corinna,Corinna town,43,T1,G4040,,,,100175076,2007967,39,56.358974359999998,25230,{EC9246E8-E750-49DF-8565-CEC0F82FF326},102102370.861307725310326,40509.977549070099485
20,2301914380,23,Penobscot,019,14380,00582420,2878,Corinth,Corinth town,43,T1,G4040,,70750,,104299270,0,40,71.950000000000003,25752,{8FA5EE83-4E78-4E6B-99E5-CD843902C51D},104215877.282467842102051,40824.154399187456875
21,2301917530,23,Penobscot,019,17530,00582442,3895,Dexter,Dexter town,43,T1,G4040,,,,90976548,5250207,37,105.270270269999997,23759,{9689D707-9C4A-4CF5-B05F-3546B242B246},96150973.276446297764778,39272.837567275440961
22,2301917950,23,Penobscot,019,17950,00582444,1181,Dixmont,Dixmont town,43,T1,G4040,,70750,,93987426,375583,36,32.805555560000002,23299,{3C0B5246-FC7C-4AF2-A622-BDAC301E65B8},94287814.709796801209450,38838.507794857956469
23,2301918580,23,Penobscot,019,18580,00582447,46,Drew,Drew plantation,39,T1,G4040,,,,98503783,2781593,39,1.179487180000000,25011,{618BED87-5FD1-4847-AAFE-9A6DE2A9C91A},101216692.584163516759872,42935.686195230715384
59,2300302760,23,Aroostook,003,02760,00582339,68,Bancroft,Bancroft town,43,T1,G4040,,,,104720502,1440324,41,1.658536590000000,26216,{1B96C0BD-E9CB-4145-9AAB-9A10909D580F},106092552.614749521017075,49038.488531800489000
60,2300305385,23,Aroostook,003,05385,00582355,726,Blaine,Blaine town,43,T1,G4040,,,,48164799,140418,19,38.210526320000000,11929,{3C122D61-1723-47F5-8341-3130687B0118},48275847.582473516464233,29521.674285613094980
61,2300307065,23,Aroostook,003,07065,00582367,610,Bridgewater,Bridgewater town,43,T1,G4040,,,,100490499,441599,39,15.641025640000001,24926,{67AAEF36-94A8-48F9-BFFC-89785548A79A},100870859.214375033974648,40216.248016577665112
62,2300310565,23,Aroostook,003,10565,00582389,8189,Caribou,Caribou city,25,C5,G4040,,,,205279025,2166240,80,102.362499999999997,51227,{D668D267-BC98-4E4A-A929-2B5D6AABE78D},207309470.350498825311661,61244.255299593911332
63,2300311020,23,Aroostook,003,11020,00582394,218,Cary,Cary plantation,39,T1,G4040,,,,48582667,0,19,11.473684210000000,11998,{DB552C21-4783-4121-B504-51A63D0DD742},48553340.169918723404408,29963.203557429802459
64,2300311300,23,Aroostook,003,11300,00582397,425,Castle Hill,Castle Hill town,43,T1,G4040,,,,92443831,1191385,36,11.805555560000000,23121,{7F44432D-C3A3-477C-AC5B-88E9F1E2902A},93568172.815993636846542,38737.780089677486103
65,2302914100,23,Washington,029,14100,00582417,154,Cooper,Cooper town,43,T1,G4040,,,,79536501,4824487,33,4.666666670000000,20837,{E2C2C526-52F2-4E94-87E6-EEBAB2463159},84325415.721345126628876,42197.579289288783912
66,2302914940,23,Washington,029,14940,00582424,105,Crawford,Crawford town,43,T1,G4040,,,,89415450,8430395,38,2.763157890000000,24166,{9010CEC2-D538-45D1-B18B-DF95D6806AFB},97797815.049166396260262,39987.448881239579350
67,2302915920,23,Washington,029,15920,00582429,507,Cutler,Cutler town,43,T1,G4040,,,,121606094,183836512,118,4.296610170000000,75453,{7B869C6A-0EF9-4937-B8D1-0C3A7AE14485},305347523.985701382160187,74378.126754320532200
68,2302916410,23,Washington,029,16410,00582433,589,Danforth,Danforth town,43,T1,G4040,,,,139866172,16722393,60,9.816666670000000,38671,{0AB2803C-FAB4-485D-AFDF-F7B9333DCE19},156495003.976820230484009,57005.673370863150922
69,2302916865,23,Washington,029,16865,00582435,57,Deblois,Deblois town,43,T1,G4040,,,,92813956,646218,36,1.583333330000000,23080,{BE68D378-7953-44E3-BC9D-2DC8A1A56D30},93400243.549651846289635,39031.801161327442969
70,2302917355,23,Washington,029,17355,00582440,342,Dennysville,Dennysville town,43,T1,G4040,,,,38632456,923214,15,22.800000000000001,9771,{FBB0E428-984B-4FF0-8777-C844DFC396A3},39542485.182179197669029,34527.099120690370910
71,2302919870,23,Washington,029,19870,00582455,728,East Central Washington,East Central Washington UT,46,Z3,G4040,,,,535921946,114958398,251,2.900398410000000,160777,{357C06F0-C4A0-4D7F-A4C6-1A01074BDAC1},650642731.474997520446777,168800.860570761025883
72,2302920960,23,Washington,029,20960,00582457,1368,East Machias,East Machias town,43,T1,G4040,,,,90149941,13490657,40,34.200000000000003,25599,{E1F7783F-BF5B-46FB-A2F2-7EEC63B9CF11},103597589.027812644839287,48705.629292007499316
73,2302921730,23,Washington,029,21730,00582460,1331,Eastport,Eastport city,25,C5,G4040,,,,9402019,22546345,12,110.916666669999998,7893,{FD8243A4-7F97-426B-83C9-60A48EC946ED},31942172.836351361125708,24684.372066428099060
74,2302928660,23,Washington,029,28660,00582496,109,Grand Lake Stream,Grand Lake Stream plantation,39,T1,G4040,,,,113870211,11754718,48,2.270833330000000,31025,{CABD85C0-70D7-41C4-930F-6D9D55540F24},125554894.182582482695580,45074.885995065917086
75,2302931530,23,Washington,029,31530,00582512,1004,Harrington,Harrington town,43,T1,G4040,,,,54677486,75616925,50,20.079999999999998,32178,{EC85B2F7-AA5E-4E6A-808F-4A176BB603C2},130219088.669053941965103,70985.257686367505812
76,2302935905,23,Washington,029,35905,00582536,583,Jonesboro,Jonesboro town,43,T1,G4040,,,,94732992,4621796,38,15.342105260000000,24539,{8B085109-CE50-4360-9BC1-4A3C594197A7},99306023.559271842241287,47899.679346447905118
77,2302936010,23,Washington,029,36010,00582537,1370,Jonesport,Jonesport town,43,T1,G4040,,,,73851413,186059975,100,13.699999999999999,64196,{5C9D62BD-E27A-4E3A-9687-216D55F42D7A},259792626.937068074941635,79384.023673778123339
78,2302941610,23,Washington,029,41610,00582570,1359,Lubec,Lubec town,43,T1,G4040,,,,86119840,116895396,78,17.423076920000000,50156,{DC6E8021-3BFA-457D-BCD1-A6021AEDBABE},202976618.366594225168228,63144.662449885938258
79,2300311335,23,Aroostook,003,11335,00582398,306,Caswell,Caswell town,43,T1,G4040,,,,106973133,677458,42,7.285714290000000,26585,{0B105F99-57CA-4E0F-9688-C0CBCB1B60FC},107584519.934162423014641,41492.109620673712925
80,2300311785,23,Aroostook,003,11785,00582400,118,Central Aroostook,Central Aroostook UT,46,Z3,G4040,,,,1441671828,27036567,567,0.208112870000000,362670,{CD4C2C62-F164-45CB-9B87-DFE7AB6700E8},1467680321.200105190277100,181811.090465815446805
81,2300312000,23,Aroostook,003,12000,00582403,468,Chapman,Chapman town,43,T1,G4040,,,,99461545,1095497,39,12.000000000000000,24831,{25B04450-37AA-4097-9377-C15868DD7FD2},100488076.981647357344627,40227.832551836429047
82,2300313900,23,Aroostook,003,13900,02378259,457,Connor,Connor UT,46,Z3,G4040,,,,101891441,223163,39,11.717948720000001,25216,{F6333292-CD8B-4C2B-AD84-4D3737A5BE0E},102047540.074836134910583,40333.031464876978134
83,2300315395,23,Aroostook,003,15395,00582426,269,Crystal,Crystal town,43,T1,G4040,,,,104622453,87901,40,6.725000000000000,25855,{26CAFE67-F7D7-4EC9-ACA4-57AFA9EADE06},104632844.965610682964325,40742.897556285635801
84,2300315990,23,Aroostook,003,15990,00582430,103,Cyr,Cyr plantation,39,T1,G4040,,,,99271068,10987,38,2.710526320000000,24517,{0A6C7937-5B90-44CC-9BE3-D0DE40F4B455},99216886.366484165191650,39969.438832732826995
85,2300319210,23,Aroostook,003,19210,00582449,213,Dyer Brook,Dyer Brook town,43,T1,G4040,,,,99744109,25939,38,5.605263160000000,24636,{15782796-5E38-46F3-99B6-26E52AAFCE6F},99698866.395129993557930,39966.682571176541387
86,2302941960,23,Washington,029,41960,00582573,2221,Machias,Machias town,43,T1,G4040,,,,35931543,2400095,15,148.066666669999989,9468,{9E5630D4-4F94-4EEC-98B3-C41F385EF338},38315055.333321280777454,32084.130938602524111
87,2302942100,23,Washington,029,42100,00582574,1119,Machiasport,Machiasport town,43,T1,G4040,,,,55450384,104107828,62,18.048387099999999,39412,{3DB0D575-5608-4D80-A62D-54E3243207B9},159495570.908219039440155,60497.480092058685841
88,2302943640,23,Washington,029,43640,00582581,518,Marshfield,Marshfield town,43,T1,G4040,,,,44064641,1372373,18,28.777777780000001,11223,{531B9243-A253-4624-98DE-C2EB4B746D1A},45416568.195707038044930,32791.487500179173367
89,2302944760,23,Washington,029,44760,00582588,157,Meddybemps,Meddybemps town,43,T1,G4040,,,,33951837,7666852,16,9.812500000000000,10280,{49F0505C-9735-4094-8F63-B9C4130BB20E},41602622.137972079217434,27063.002614202625409
90,2302945600,23,Washington,029,45600,00582594,1353,Milbridge,Milbridge town,43,T1,G4040,,,,62794535,126190649,73,18.534246580000001,46671,{B177D12A-C34D-47D8-8910-B299669EA75D},188872382.615636557340622,87062.987319413063233
91,2302951375,23,Washington,029,51375,00582631,148,Northfield,Northfield town,43,T1,G4040,,,,112859040,5854268,46,3.217391300000000,29320,{5E86CC4A-E6C4-478C-8365-489D31FF8CC4},118652983.463646873831749,46916.908485436419141
92,2302953500,23,Washington,029,53500,00582637,499,North Washington,North Washington UT,46,Z3,G4040,,,,2384891575,248723660,1016,0.491141730000000,650402,{D5E2DD3A-D3C3-407C-AC0C-D7DFFAD2E262},2632095505.946056365966797,508826.326157786359545
93,2302957082,23,Washington,029,57082,00582664,718,Passamaquoddy Indian Township,Passamaquoddy Indian Township Reservation,86,Z2,G4040,,,,97372937,17830335,44,16.318181820000000,28453,{5EDC7E90-2949-4065-9F95-183147EF46E5},115144735.315610319375992,47515.158841265794763
94,2302957090,23,Washington,029,57090,00582665,749,Passamaquoddy Pleasant Point,Passamaquoddy Pleasant Point Reservation,86,Z2,G4040,,,,1467670,1050200,1,749.000000000000000,622,{6E4BE1CC-C69E-4DDB-891C-9915B7BA121B},2517322.696360860019922,12222.933937057658113
95,2302957780,23,Washington,029,57780,00582667,840,Pembroke,Pembroke town,43,T1,G4040,,,,70855024,20457228,35,24.000000000000000,22557,{B480F852-7C19-4118-88E4-061DA40935A3},91285924.102448999881744,43871.131059518978873
96,2302958165,23,Washington,029,58165,00582672,889,Perry,Perry town,43,T1,G4040,,,,75811163,33113543,42,21.166666670000001,26909,{A9D9555C-9196-4F54-9F95-34877597BB5A},108897700.681004807353020,58044.928718272283731
97,2300319420,23,Aroostook,003,19420,00582451,864,Eagle Lake,Eagle Lake town,43,T1,G4040,,,,96765471,5493321,39,22.153846150000000,25249,{E51F7683-D560-4D18-8654-0C7D02DD3A96},102179019.573600962758064,40472.796054488608206
98,2300321380,23,Aroostook,003,21380,00582459,1287,Easton,Easton town,43,T1,G4040,,,,100266659,569958,39,33.000000000000000,24902,{13B10087-925E-4F8E-8251-E99C6C14C960},100775020.174872621893883,40209.063771701570658
99,2300325615,23,Aroostook,003,25615,00582476,3496,Fort Fairfield,Fort Fairfield town,43,T1,G4040,,,,198565962,4367896,78,44.820512819999998,50115,{A7AFD479-E3CC-4B2D-9458-B6AD5FD6B843},202809676.810026645660400,60828.351266786274209
100,2300325755,23,Aroostook,003,25755,00582477,4097,Fort Kent,Fort Kent town,43,T1,G4040,,,,140303759,2547170,55,74.490909090000002,35272,{4EDAB9E0-819D-4FBA-803F-CEE383C09DA3},142740682.717077851295471,60602.999827821513463
101,2300326735,23,Aroostook,003,26735,00582483,1087,Frenchville,Frenchville town,43,T1,G4040,,,,74353419,1181133,29,37.482758619999998,18651,{70D8F6C1-E3BD-4C89-B27B-6B4DDD22419A},75477984.844831839203835,59469.495758762714104
102,2300327120,23,Aroostook,003,27120,00582487,81,Garfield,Garfield plantation,39,T1,G4040,,,,99178687,712690,39,2.076923080000000,24665,{5E98E316-AE01-4239-AEDC-9C71F6AE52FF},99815117.632480323314667,40066.662119119529962
103,2300327855,23,Aroostook,003,27855,00582492,3,Glenwood,Glenwood plantation,39,T1,G4040,,,,98820128,3565068,40,0.075000000000000,25283,{70D8DB8D-D0F3-4E41-AE69-C0065A775805},102315645.206669881939888,40448.784530989410996
31,2301927190,23,Penobscot,019,27190,00582488,1105,Garland,Garland town,43,T1,G4040,,70750,,97565112,696629,38,29.078947370000002,24262,{00B978FE-88B3-4FAC-8701-F85DF263EAED},98183546.232001483440399,39430.405902529571904
32,2301927645,23,Penobscot,019,27645,00582491,4594,Glenburn,Glenburn town,43,T1,G4040,,70750,,70412636,5080279,29,158.413793099999992,18640,{C4D9FEEF-B412-447A-A540-941C759B8CE2},75432809.039238795638084,40374.846921617630869
33,2301929185,23,Penobscot,019,29185,00582499,1491,Greenbush,Greenbush town,43,T1,G4040,,70750,,113436609,410452,44,33.886363639999999,28110,{F3E4C069-15D8-49C3-82C9-F2D28D2C5286},113758975.292690753936768,45752.061456617062504
34,2301930795,23,Penobscot,019,30795,00582508,7257,Hampden,Hampden town,43,T1,G4040,,70750,,98259637,2332384,39,186.076923080000000,24837,{59C51BCB-6685-4DA2-A0A9-EE7FF3EFFD18},100511780.396006479859352,48396.256735241164279
35,2300378570,23,Aroostook,003,78570,00582776,2171,Van Buren,Van Buren town,43,T1,G4040,,,,87503337,2801788,35,62.028571430000000,22300,{65BCFCB9-0DDB-472A-B316-4D10CC00DB69},90245478.585107758641243,41643.004070966664585
36,2300379270,23,Aroostook,003,79270,00582783,283,Wade,Wade town,43,T1,G4040,,,,93514189,681938,36,7.861111110000000,23260,{5006155A-DF0A-4794-B9A8-2B8A9246EC43},94128634.342436566948891,38816.296044943206653
37,2300379865,23,Aroostook,003,79865,00582788,546,Wallagrass,Wallagrass town,43,T1,G4040,,,,103868381,1823501,41,13.317073170000000,26097,{52EF4371-1F3D-4A5C-97D8-13736FFED69B},105609405.451777517795563,41137.167677417586674
38,2300380285,23,Aroostook,003,80285,00582791,1687,Washburn,Washburn town,43,T1,G4040,,,,88684718,1818524,35,48.200000000000003,22348,{0976417B-FFF3-47B0-8E68-7BB834DB02A7},90440976.059341058135033,38083.730667377451027
39,2300382770,23,Aroostook,003,82770,00582804,549,Westfield,Westfield town,43,T1,G4040,,,,104238167,91298,40,13.725000000000000,25764,{869D0CC8-0D7B-4402-A34B-5CC907736ACF},104261832.717681273818016,40913.307681596794282
40,2300383540,23,Aroostook,003,83540,00582807,62,Westmanland,Westmanland town,43,T1,G4040,,,,92201661,2207222,36,1.722222220000000,23312,{9B402CD5-F8E2-4A15-95CD-F40DA1B4F9AD},94341151.574908122420311,38913.462830359567306
41,2300383785,23,Aroostook,003,83785,00582808,228,Weston,Weston town,43,T1,G4040,,,,79281705,25740662,41,5.560975610000000,25936,{B0EE8CAB-ADCB-48C8-8FB7-4CA857DDA2A8},104958552.945818662643433,48201.574041087464138
42,2300386865,23,Aroostook,003,86865,00582823,224,Winterville,Winterville plantation,39,T1,G4040,,,,92212766,8834342,39,5.743589740000000,24950,{2916C045-3104-4AEA-8EDA-65E0B598328A},100968294.895203441381454,40190.780158641508024
43,2300387215,23,Aroostook,003,87215,00582826,1213,Woodland,Woodland town,43,T1,G4040,,,,91294540,0,35,34.657142860000000,22544,{AD2A5E38-10F0-494F-A27A-F1D55DF5759B},91231632.270093724131584,38307.865414459207386
44,2302900380,23,Washington,029,00380,00582316,1266,Addison,Addison town,43,T1,G4040,,,,109915694,150297964,100,12.660000000000000,64265,{7435A7A3-39E5-4843-AD82-07F6177B8036},260073095.131085932254791,79762.580845462885918
45,2302900660,23,Washington,029,00660,00582318,499,Alexander,Alexander town,43,T1,G4040,,,,103954229,14258589,46,10.847826090000000,29198,{30578047-AA2A-410C-8F07-51C7D0B18A12},118160200.033646047115326,46546.060793436619861
46,2302902480,23,Washington,029,02480,00582337,1521,Baileyville,Baileyville town,43,T1,G4040,,,,96227179,12323979,42,36.214285709999999,26812,{1C0B2ACE-DF04-4A28-954D-9EB329EB3AD3},108504389.537181437015533,59177.759813569820835
47,2302902970,23,Washington,029,02970,00582342,251,Baring,Baring plantation,39,T1,G4040,,,,54265046,8720351,24,10.458333330000000,15558,{CC8AD7C9-8BB2-41BE-A250-66176009A884},62962273.673016242682934,35929.950965940472088
48,2300300800,23,Aroostook,003,00800,00582320,239,Allagash,Allagash town,43,T1,G4040,,,,333106474,7269681,131,1.824427480000000,84041,{03A3275A-CEC1-407D-B3DF-529988980554},340104255.530683696269989,80124.013984668330522
49,2300301220,23,Aroostook,003,01220,00582324,238,Amity,Amity town,43,T1,G4040,,,,108058081,0,42,5.666666670000000,26686,{62BBAE5D-4D48-4A76-A951-EAEA5ED1A8EA},107992981.608274593949318,47307.529429965834424
50,2300301710,23,Aroostook,003,01710,00582331,1302,Ashland,Ashland town,43,T1,G4040,,,,208271663,2932058,81,16.074074070000002,52151,{633DC301-CAD7-4A3F-9F5B-B6AF9A812FFC},211046914.060361921787262,61657.730413190853142
51,2302903670,23,Washington,029,03670,00582344,508,Beals,Beals town,43,T1,G4040,,,,14547137,110626922,48,10.583333330000000,30928,{21353531-211D-45C3-92F1-ED89FDB04476},125160245.103682562708855,47363.351573859355995
52,2302903810,23,Washington,029,03810,00582346,50,Beddington,Beddington town,43,T1,G4040,,,,89591004,8470904,38,1.315789470000000,24216,{6411493B-533D-47DD-9F2C-6E65C5739D7F},97998297.219664007425308,39839.146589250434772
53,2302909585,23,Washington,029,09585,00582382,3123,Calais,Calais city,25,C5,G4040,,,,88895298,14981780,40,78.075000000000003,25660,{3480ABFD-DF9A-49DC-A768-ACA2FCFD58E2},103843848.456196784973145,44673.646320711632143
54,2302912175,23,Washington,029,12175,00582405,332,Charlotte,Charlotte town,43,T1,G4040,,,,80254145,7154678,34,9.764705879999999,21592,{47C8B0EC-AA02-461D-8A66-8D58662F4ECF},87378689.568035200238228,40770.306848734689993
